person_id,immigrant_status,age
277909382,missing,46
278011962,UK-born,40
278134374,UK-born,34
278242486,UK-born,54
278256182,UK-born,30
278337702,UK-born,34
278385972,UK-born,34
278406376,UK-born,60
278453970,UK-born,36
278636902,UK-born,35
278698764,UK-born,45
278781060,UK-born,32
278847702,Migrant,38
278942936,UK-born,32
279010984,UK-born,38
279031322,missing,16
279072770,UK-born,39
279106142,UK-born,51
279113002,UK-born,54
279167342,missing,52
279270052,UK-born,54
279317002,missing,16
279398498,UK-born,42
279561696,UK-born,31
279718162,UK-born,38
279779322,UK-born,37
279813300,UK-born,36
279922770,UK-born,34
280112526,UK-born,59
280113178,UK-born,33
280173690,missing,49
280173698,UK-born,41
280289364,UK-born,38
280316602,missing,16
280370890,Migrant,43
280439002,missing,16
280459290,UK-born,45
280609012,UK-born,52
280765288,UK-born,61
280772164,Migrant,39
280996490,UK-born,36
281037328,UK-born,21
281105294,UK-born,33
281221574,UK-born,32
281316088,UK-born,44
281370606,UK-born,55
281371172,missing,44
281418090,UK-born,46
281567728,UK-born,61
281568368,UK-born,39
281575174,UK-born,40
281581964,UK-born,39
281588084,UK-born,51
281608534,UK-born,32
281778528,UK-born,39
281901004,missing,16
281968890,missing,48
281969010,missing,18
282099444,UK-born,55
282336086,UK-born,50
282438166,UK-born,58
282995684,UK-born,51
284084364,UK-born,48
284124524,UK-born,30
284464484,UK-born,35
284663046,UK-born,43
285668689,UK-born,32
285744853,UK-born,44
285758449,UK-born,37
285758453,UK-born,36
285758461,UK-born,61
285786325,UK-born,53
285786329,UK-born,51
285786333,UK-born,26
285786337,UK-born,25
285817605,UK-born,56
285817609,UK-born,57
285817613,UK-born,34
285835297,UK-born,42
285843445,UK-born,47
285843449,UK-born,29
285843453,UK-born,26
285843457,UK-born,59
285843461,UK-born,21
285908045,UK-born,64
285908049,UK-born,63
285911445,UK-born,57
285911449,UK-born,54
285911461,UK-born,26
286071925,Migrant,62
286071929,UK-born,37
286110005,UK-born,64
286110009,UK-born,63
286150817,missing,33
286150821,UK-born,30
286188889,UK-born,64
286239205,UK-born,53
286239209,UK-born,51
286281369,UK-born,44
286300405,UK-born,46
286300413,missing,21
286300417,missing,19
286303129,UK-born,64
286303133,UK-born,36
286316725,UK-born,52
286316729,missing,33
286316737,UK-born,29
286356845,UK-born,49
286356849,UK-born,28
286356853,UK-born,56
286358885,UK-born,59
286358889,UK-born,52
286358893,missing,18
286360245,UK-born,57
286360249,UK-born,46
286360253,UK-born,30
286465645,UK-born,39
286465653,UK-born,21
286467685,UK-born,48
286467689,UK-born,44
286467693,missing,20
286473805,UK-born,45
286477205,UK-born,54
286477209,UK-born,53
286477213,UK-born,31
286477217,UK-born,24
286547925,UK-born,37
286548605,UK-born,42
286548609,UK-born,44
286548613,missing,20
286579885,UK-born,59
286582605,UK-born,37
286582609,missing,19
286582613,UK-born,38
286586685,UK-born,61
286586689,UK-born,60
286586693,UK-born,31
286586697,UK-born,28
286605725,UK-born,40
286611165,UK-born,50
286611169,UK-born,55
286611173,UK-born,23
286611177,UK-born,20
292492485,UK-born,62
292492489,UK-born,51
292492493,UK-born,27
292492497,UK-born,24
292492501,UK-born,22
292583609,Migrant,53
292583613,UK-born,23
292583617,missing,20
292671325,UK-born,47
292671329,UK-born,26
292671333,Migrant,45
292671337,UK-born,20
292674725,UK-born,62
292776725,UK-born,62
292776729,UK-born,26
292776733,UK-born,22
292777409,UK-born,32
292805973,UK-born,41
292818213,UK-born,34
292818217,UK-born,32
292827725,UK-born,58
292827729,UK-born,53
292827733,UK-born,28
292827737,UK-born,23
292827741,missing,20
292846769,UK-born,57
292918165,UK-born,58
292918169,UK-born,61
292956245,UK-born,55
292990245,UK-born,54
292990249,UK-born,52
292990253,UK-born,29
292990257,UK-born,24
292998405,UK-born,48
293026965,UK-born,55
293026977,UK-born,27
293026981,UK-born,25
293039885,UK-born,44
293235045,UK-born,61
293243885,UK-born,42
293362885,UK-born,59
293362889,UK-born,54
293386009,UK-born,63
293386073,UK-born,38
293399609,UK-born,61
293416605,UK-born,35
293454005,UK-born,44
293454009,missing,18
293454013,UK-born,56
293457405,UK-born,52
293457409,UK-born,56
299302685,UK-born,49
299302689,UK-born,25
299304725,UK-born,53
299304729,UK-born,49
299306765,UK-born,40
299308133,UK-born,44
299308141,missing,39
299310849,UK-born,60
299314245,UK-born,48
299314249,missing,48
299314253,UK-born,26
299314257,UK-born,26
299314261,UK-born,20
299314265,missing,19
299320365,UK-born,55
299431205,UK-born,64
299462485,Migrant,53
299462489,UK-born,59
299462493,UK-born,23
299462497,missing,20
299465209,missing,64
299465213,missing,37
299465217,UK-born,35
299465221,UK-born,31
299481525,UK-born,51
299481529,UK-born,53
299481533,missing,36
299500565,UK-born,47
299500569,UK-born,23
299500573,missing,17
299522325,UK-born,59
299522329,UK-born,61
299522333,UK-born,28
299522337,UK-born,27
299568569,UK-born,64
299568573,UK-born,30
299605285,UK-born,53
299651525,UK-born,59
299651529,missing,56
299651533,UK-born,28
299651537,UK-born,26
299651541,missing,23
299656965,UK-born,51
299656969,UK-born,52
299656973,UK-born,31
299661053,UK-born,49
299661061,UK-born,33
299695045,UK-born,52
299695049,UK-born,27
299721573,UK-born,30
299722245,UK-born,39
299778005,UK-born,58
299827645,missing,37
299827649,missing,39
299827653,missing,19
299846693,UK-born,57
299924885,UK-born,61
299941209,UK-born,35
299953453,UK-born,50
299957525,UK-born,58
299957529,UK-born,52
299957533,UK-born,28
299957537,UK-born,26
299961613,Migrant,37
299993569,UK-born,57
300069725,UK-born,59
300069729,missing,60
300069733,UK-born,29
300069737,UK-born,25
300076525,UK-born,55
300086045,UK-born,54
300086049,missing,35
300086053,UK-born,32
300101013,UK-born,40
300126165,missing,54
300126169,UK-born,53
300126173,missing,20
300126177,missing,17
300143845,UK-born,63
300216605,missing,42
300216609,missing,19
300323365,missing,60
300323373,UK-born,29
300323377,UK-born,28
300323381,missing,25
300324733,missing,33
300324737,missing,39
306476762,UK-born,43
306476802,missing,16
307462162,missing,16
307509682,UK-born,40
307638962,missing,16
307673562,missing,38
307734162,missing,16
307768122,missing,17
307884362,UK-born,59
307985682,UK-born,49
308162602,missing,16
308822162,missing,16
308937762,missing,16
309107802,missing,16
309617682,UK-born,61
310059762,missing,16
340002047,UK-born,45
340002051,UK-born,46
340002055,UK-born,23
340002059,UK-born,21
340005447,UK-born,50
340005451,UK-born,57
340005455,UK-born,32
340005463,UK-born,27
340006811,UK-born,35
340010887,UK-born,44
340010891,UK-born,46
340015647,UK-born,42
340015651,UK-born,42
340015659,UK-born,20
340016331,UK-born,49
340016335,Migrant,48
340016339,missing,16
340019047,UK-born,51
340019051,missing,55
340019055,UK-born,26
340019059,missing,19
340023807,UK-born,55
340023819,UK-born,28
340026527,UK-born,63
340026535,UK-born,34
340027207,UK-born,63
340027211,UK-born,46
340034687,UK-born,57
340034691,UK-born,60
340034695,UK-born,31
340034699,UK-born,27
340041576,UK-born,48
340051699,UK-born,36
340051703,UK-born,32
340063927,UK-born,59
340069367,UK-born,62
340069371,UK-born,54
340080927,UK-born,48
340080931,UK-born,58
340080935,UK-born,23
340081824,UK-born,42
340088504,missing,34
340107455,UK-born,34
340114935,UK-born,41
340120379,Migrant,44
340120383,UK-born,45
340121055,UK-born,36
340125805,UK-born,64
340125809,UK-born,63
340125813,UK-born,34
340125817,UK-born,32
340131247,UK-born,46
340131251,Migrant,48
340131255,UK-born,22
340131259,missing,18
340137367,UK-born,45
340139411,UK-born,43
340139415,UK-born,41
340139419,missing,16
340142127,UK-born,64
340142131,Migrant,30
340143487,UK-born,53
340144847,UK-born,51
340144851,UK-born,60
340146887,UK-born,56
340146891,UK-born,55
340154367,UK-born,54
340154371,UK-born,24
340156494,UK-born,31
340170007,UK-born,50
340170011,UK-born,52
340170015,missing,20
340170019,missing,18
340172049,UK-born,63
340172053,UK-born,39
340172057,UK-born,37
340176127,UK-born,60
340176131,UK-born,55
340180207,UK-born,61
340180215,missing,37
340182927,UK-born,60
340182931,UK-born,62
340182935,missing,19
340182939,UK-born,22
340199927,UK-born,49
340199931,UK-born,52
340199935,missing,17
340200607,UK-born,61
340210938,UK-born,39
340212233,UK-born,47
340214887,UK-born,51
340214895,UK-born,53
340214899,missing,20
340214903,missing,17
340223047,UK-born,43
340223051,UK-born,43
340223055,missing,19
340223059,missing,18
340227131,UK-born,61
340227135,UK-born,39
340227139,UK-born,35
340231296,UK-born,62
340235967,Migrant,39
340235971,UK-born,40
340235975,missing,17
340239367,Migrant,52
340240059,UK-born,34
340246167,UK-born,49
340246175,UK-born,23
340246179,missing,21
340248887,UK-born,45
340248891,UK-born,47
340248895,UK-born,22
340248899,missing,20
340248903,missing,20
340252971,UK-born,40
340257051,UK-born,64
340257063,UK-born,23
340258490,UK-born,33
340266571,UK-born,56
340266575,UK-born,27
340271327,UK-born,62
340271331,UK-born,59
340271335,UK-born,33
340272007,UK-born,54
340272011,UK-born,28
340272015,UK-born,25
340274047,UK-born,56
340274727,UK-born,42
340274731,UK-born,44
340274735,missing,19
340274739,missing,16
340276775,UK-born,42
340281531,UK-born,54
340284247,UK-born,57
340284251,UK-born,33
340284259,UK-born,26
340297847,UK-born,64
340297855,UK-born,29
340301247,UK-born,44
340301251,UK-born,43
340302607,UK-born,52
340302611,Migrant,42
340302615,missing,17
340303287,Migrant,48
340303291,UK-born,46
340303295,missing,16
340304647,UK-born,46
340304651,UK-born,62
340312811,UK-born,51
340325047,UK-born,55
340325051,UK-born,57
340325055,UK-born,26
340325059,UK-born,24
340329127,UK-born,60
340329135,UK-born,29
340335247,UK-born,42
340335251,UK-born,40
340340687,UK-born,56
340340691,UK-born,52
340340695,UK-born,28
340340699,UK-born,26
340341367,Migrant,54
340341371,Migrant,63
340341379,UK-born,22
340353607,UK-born,51
340358371,UK-born,56
340358383,UK-born,26
340358387,UK-born,23
340363807,UK-born,42
340363811,UK-born,45
340363815,missing,17
340365847,UK-born,56
340365855,missing,17
340371971,UK-born,47
340375367,UK-born,40
340376731,Migrant,36
340376735,Migrant,31
340382847,UK-born,58
340382851,UK-born,58
340382859,UK-born,31
340386255,UK-born,40
340389647,UK-born,44
340389651,UK-born,44
340390327,UK-born,45
340390331,UK-born,46
340394500,missing,30
340409367,UK-born,58
340409371,UK-born,34
340409375,missing,31
340409379,UK-born,29
340409383,missing,21
340410735,UK-born,42
340415487,UK-born,58
340415491,Migrant,55
340415495,Migrant,30
340422975,UK-born,39
340422979,Migrant,32
340423647,UK-born,57
340423651,UK-born,59
340423655,UK-born,33
340424327,UK-born,64
340424335,missing,62
340428407,UK-born,61
340430447,UK-born,57
340430451,UK-born,59
340430455,UK-born,30
340430459,missing,23
340440647,UK-born,52
340440651,UK-born,21
340446087,UK-born,56
340449491,UK-born,60
340449503,UK-born,26
340459691,UK-born,53
340469970,UK-born,36
340473967,UK-born,52
340473971,UK-born,61
340473979,missing,27
340473983,UK-born,25
340480093,UK-born,39
340486895,Migrant,29
340489607,UK-born,58
340489611,UK-born,60
340489619,UK-born,29
340489623,UK-born,26
340501847,UK-born,35
340501851,missing,17
340502533,UK-born,53
340503213,UK-born,38
340503217,UK-born,63
340507287,UK-born,57
340507295,UK-born,30
340515447,UK-born,64
340524370,UK-born,49
340531087,UK-born,60
340531091,UK-born,63
340531166,UK-born,35
340532451,UK-born,62
340540607,UK-born,46
340540611,UK-born,48
340543327,UK-born,61
340543331,UK-born,60
340543339,UK-born,29
340548767,UK-born,64
340548771,UK-born,63
340548775,UK-born,28
340548779,UK-born,27
340550890,UK-born,58
340555567,UK-born,57
340555571,UK-born,62
340555575,UK-born,30
340555579,UK-born,26
340556927,UK-born,53
340556931,UK-born,52
340556935,missing,19
340556939,missing,17
340562375,UK-born,37
340562383,missing,17
340566447,UK-born,57
340577327,UK-born,57
340577331,UK-born,55
340580727,UK-born,60
340588891,UK-born,63
340591704,missing,35
340592967,UK-born,52
340594343,UK-born,24
340598415,UK-born,43
340598419,UK-born,33
340603851,Migrant,60
340603855,UK-born,41
340604525,Migrant,61
340604529,UK-born,53
340604533,UK-born,35
340604537,UK-born,34
340604545,UK-born,29
340604549,UK-born,25
340604553,UK-born,23
340604557,UK-born,21
340607247,UK-born,64
340607251,UK-born,63
340607259,UK-born,32
340614047,UK-born,59
340614051,UK-born,55
340616087,UK-born,64
340619578,UK-born,33
340631727,UK-born,64
340631731,UK-born,59
340631735,UK-born,23
340641927,UK-born,43
340641931,missing,47
340643967,UK-born,62
340651447,UK-born,46
340651451,UK-born,49
340651455,missing,17
340652807,Migrant,51
340652811,UK-born,52
340654167,UK-born,50
340654171,UK-born,49
340656887,UK-born,49
340656891,UK-born,41
340658247,UK-born,57
340658251,UK-born,58
340665047,UK-born,51
340665051,UK-born,53
340670487,Migrant,48
340670491,Migrant,48
340672527,UK-born,49
340672531,missing,19
340679331,UK-born,34
340682051,UK-born,48
340698367,UK-born,43
340699047,UK-born,52
340699051,UK-born,26
340709251,UK-born,64
340709927,UK-born,50
340709931,UK-born,46
340710611,UK-born,59
340714687,UK-born,59
340714691,UK-born,26
340715367,UK-born,48
340716047,UK-born,61
340716051,UK-born,49
340716055,missing,20
340717413,UK-born,39
340718767,UK-born,53
340720125,UK-born,64
340720133,UK-born,38
340722165,UK-born,63
340727615,UK-born,60
340727619,UK-born,56
340727722,UK-born,47
340736447,UK-born,63
340736451,UK-born,58
340736459,UK-born,29
340736463,UK-born,26
340736467,UK-born,23
340736471,UK-born,22
340742575,UK-born,38
340747327,UK-born,61
340747331,UK-born,64
340747335,UK-born,24
340747339,UK-born,22
340748007,Migrant,60
340748011,UK-born,59
340748015,UK-born,32
340748019,UK-born,31
340751407,UK-born,36
340754127,UK-born,63
340754131,UK-born,31
340754135,UK-born,26
340756847,UK-born,52
340756851,UK-born,48
340756855,missing,19
340758207,UK-born,62
340758211,UK-born,34
340772487,UK-born,61
340772495,UK-born,29
340772499,UK-born,23
340773847,UK-born,47
340773851,UK-born,53
340786089,UK-born,60
340786093,UK-born,64
340786097,UK-born,37
340786101,UK-born,32
340787451,Migrant,57
340787455,UK-born,29
340787459,missing,25
340795611,UK-born,64
340795627,UK-born,23
340795700,UK-born,40
340795722,missing,16
340798327,UK-born,52
340798331,UK-born,44
340799695,UK-born,28
340799699,UK-born,26
340802407,UK-born,54
340802411,Migrant,55
340802419,missing,22
340804447,Migrant,44
340804451,UK-born,42
340813287,UK-born,61
340814647,UK-born,63
340814651,Migrant,63
340814655,UK-born,35
340822131,UK-born,38
340832327,UK-born,44
340832335,UK-born,40
340846607,Migrant,55
340846611,UK-born,57
340856974,UK-born,42
340867687,Migrant,39
340888091,UK-born,60
340888095,missing,27
340888099,UK-born,26
340888103,missing,19
340896927,Migrant,40
340896931,UK-born,23
340896935,missing,20
340899647,Migrant,44
340899651,Migrant,45
340899655,missing,18
340913927,UK-born,52
340913931,UK-born,56
340913943,missing,18
340918015,Migrant,39
340922091,UK-born,43
340941807,UK-born,60
340943851,UK-born,37
340947259,UK-born,33
340951327,UK-born,53
340951331,missing,51
340951335,missing,20
340951339,missing,18
340954727,UK-born,61
340958127,UK-born,42
340958131,UK-born,43
340967647,UK-born,57
340967651,Migrant,55
340971051,UK-born,33
340973087,UK-born,41
340973091,UK-born,43
340973095,missing,21
340973099,missing,18
340977171,UK-born,60
340980567,UK-born,61
340980571,UK-born,56
340980575,UK-born,30
340980579,UK-born,29
340986102,missing,25
340988047,UK-born,44
340992127,UK-born,60
340992131,UK-born,57
340992135,UK-born,29
340992139,UK-born,26
340994847,UK-born,52
340994851,UK-born,52
340994855,UK-born,21
341000287,UK-born,46
341003005,UK-born,63
341003009,UK-born,34
341011847,UK-born,52
341011851,UK-born,50
341013207,UK-born,42
341020687,UK-born,38
341020691,UK-born,37
341020774,UK-born,53
341024087,UK-born,39
341024091,UK-born,40
341028167,UK-born,54
341028171,UK-born,57
341028179,UK-born,23
341028183,missing,21
341031571,UK-born,39
341042447,UK-born,34
341045847,Migrant,58
341058771,UK-born,43
341060936,UK-born,58
341061487,UK-born,50
341061491,UK-born,56
341061495,missing,19
341061499,missing,18
341062167,UK-born,56
341062175,Migrant,27
341062179,UK-born,23
341064209,UK-born,46
341064213,UK-born,43
341080527,Migrant,60
341080531,Migrant,56
341088170,UK-born,55
341094815,UK-born,50
341112487,UK-born,48
341117927,UK-born,46
341117931,UK-born,46
341117935,missing,17
341126767,UK-born,62
341126775,UK-born,31
341127447,UK-born,53
341129495,UK-born,38
341141727,UK-born,54
341143767,Migrant,42
341145807,UK-born,48
341149207,UK-born,59
341153287,UK-born,44
341153291,UK-born,45
341153295,missing,18
341160085,UK-born,63
341160089,UK-born,58
341160093,missing,19
341160097,missing,17
341160767,UK-born,41
341160771,UK-born,43
341160775,missing,16
341165527,UK-born,58
341165531,UK-born,56
341165539,UK-born,24
341169698,missing,30
341183887,UK-born,58
341183895,UK-born,38
341184567,UK-born,51
341184571,UK-born,63
341184575,UK-born,25
341184579,missing,22
341187965,UK-born,55
341187969,UK-born,55
341187973,missing,27
341187977,UK-born,25
341189331,UK-born,43
341189335,UK-born,21
341190687,UK-born,59
341198851,UK-born,62
341204967,UK-born,38
341204975,UK-born,59
341215165,UK-born,61
341215173,UK-born,29
341219245,missing,57
341219253,UK-born,29
341219257,UK-born,28
341219261,UK-born,25
341222645,Migrant,60
341224007,UK-born,49
341224011,UK-born,51
341224019,missing,21
341224023,missing,18
341229447,UK-born,54
341229451,UK-born,56
341229455,missing,20
341229459,missing,18
341237611,UK-born,63
341238368,UK-born,34
341242375,UK-born,39
341255291,Migrant,57
341262087,UK-born,59
341262091,UK-born,52
341262095,missing,32
341262099,UK-born,27
341262103,UK-born,23
341264900,UK-born,60
341264940,UK-born,60
341271782,UK-born,27
341278624,missing,32
341279087,UK-born,53
341279091,UK-born,57
341279095,UK-born,29
341279099,UK-born,24
341296767,UK-born,47
341296771,UK-born,38
341304927,Migrant,63
341304931,Migrant,60
341304935,Migrant,27
341304939,UK-born,25
341305688,UK-born,39
341310375,UK-born,44
341312544,missing,36
341313767,UK-born,54
341313771,UK-born,47
341316487,UK-born,64
341332900,UK-born,61
341334845,UK-born,62
341334853,UK-born,28
341334857,UK-born,25
341334861,missing,18
341338927,UK-born,61
341338931,UK-born,61
341338935,missing,32
341338939,UK-born,29
341340967,Migrant,51
341340971,Migrant,44
341340975,missing,17
341341647,UK-born,64
341343007,UK-born,62
341343011,Migrant,59
341343023,missing,20
341345733,UK-born,38
341347164,UK-born,39
341362729,UK-born,38
341376325,UK-born,52
341394685,UK-born,55
341394689,UK-born,55
341394693,UK-born,27
341396735,UK-born,43
341404885,UK-born,55
341404889,UK-born,55
341404893,UK-born,26
341404897,UK-born,23
341414407,UK-born,57
341414415,Migrant,50
341414419,UK-born,29
341414423,UK-born,26
341420525,UK-born,63
341420529,UK-born,63
341420537,UK-born,27
341428124,UK-born,46
341432091,UK-born,44
341432095,Migrant,39
341432099,missing,19
341475613,UK-born,35
341486487,Migrant,51
341486491,UK-born,48
341486495,UK-born,30
341486499,UK-born,29
341486503,UK-born,25
341507567,Migrant,53
341507571,Migrant,51
341507575,UK-born,25
341507579,UK-born,23
341507583,missing,18
341507587,missing,17
341509613,UK-born,37
341516566,UK-born,53
341523304,UK-born,31
341570898,missing,61
341575569,UK-born,58
341575573,missing,24
341575577,missing,18
341593931,Migrant,60
341593935,Migrant,39
341593939,Migrant,36
341593943,Migrant,33
341602767,Migrant,53
341602771,missing,20
341611605,UK-born,59
341611609,UK-born,58
341611613,UK-born,27
341611617,UK-born,24
341636091,UK-born,55
341636767,UK-born,56
341636779,UK-born,28
341636783,UK-born,27
341638902,Migrant,30
341644247,UK-born,63
341644251,UK-born,64
341644255,UK-born,32
341644259,missing,20
341650379,UK-born,28
341650383,UK-born,28
341653767,Migrant,50
341653771,Migrant,55
341653775,UK-born,27
341653779,UK-born,25
341653783,UK-born,22
341663355,Migrant,45
341663359,UK-born,25
341665327,UK-born,58
341665331,Migrant,57
341665343,UK-born,22
341671445,UK-born,58
341671457,UK-born,31
341673572,UK-born,34
341678935,Migrant,36
341694008,UK-born,40
341708167,Migrant,52
341708175,Migrant,61
341708179,Migrant,25
341708183,UK-born,22
341708187,UK-born,20
341709525,UK-born,55
341709529,missing,49
341723127,Migrant,57
341723135,UK-born,35
341749657,UK-born,28
341753727,Migrant,52
341753735,Migrant,31
341753739,UK-born,27
341769365,UK-born,52
341769373,missing,20
341769377,missing,19
341776845,UK-born,51
341776849,UK-born,24
341783647,Migrant,64
341783651,Migrant,63
341783659,UK-born,29
341789085,UK-born,64
341800645,UK-born,56
341800649,UK-born,59
341800653,UK-born,24
341800657,missing,20
341821727,Migrant,61
341821731,Migrant,56
341821735,Migrant,30
341821739,Migrant,26
341821743,Migrant,24
341863374,UK-born,30
341901287,UK-born,52
341901291,missing,19
341901295,UK-born,27
341901967,UK-born,48
341901971,Migrant,49
341901975,missing,21
341901979,missing,17
341903327,UK-born,54
341903331,Migrant,52
341903335,UK-born,28
341903339,UK-born,27
341903343,UK-born,25
341903347,UK-born,24
341919647,Migrant,39
341919655,Migrant,30
341919659,missing,20
341925180,UK-born,31
341930525,UK-born,54
341930529,UK-born,64
341930533,missing,19
341951768,UK-born,36
341972772,UK-born,34
341978193,UK-born,51
341993093,UK-born,51
341993097,UK-born,49
341993765,UK-born,60
341993769,UK-born,58
341993773,UK-born,22
341993777,missing,20
341995807,UK-born,50
341995811,UK-born,50
342010091,UK-born,38
342018925,UK-born,62
342018929,UK-born,59
342018937,UK-born,28
342020285,UK-born,56
342020289,UK-born,55
342020293,UK-born,31
342026415,UK-born,36
342083525,UK-born,60
342083533,missing,33
342094540,UK-born,53
342125009,UK-born,43
342222925,UK-born,59
342224285,UK-born,46
342224289,UK-born,24
342241965,UK-born,42
342241969,UK-born,36
342256925,Migrant,64
342256929,Migrant,60
342256993,UK-born,37
342257061,UK-born,35
342285610,UK-born,37
342305887,Migrant,62
342305891,Migrant,60
342305899,UK-born,33
342305903,UK-born,30
342305907,UK-born,26
342305911,UK-born,22
342319576,Migrant,32
342327647,Migrant,48
342327651,Migrant,55
342327655,UK-born,22
342327659,missing,20
342377965,UK-born,52
342405853,UK-born,38
342417405,UK-born,54
342417409,UK-born,29
342417413,UK-born,53
342417417,UK-born,22
342417421,missing,20
342438491,UK-born,35
342447325,UK-born,55
342447329,UK-born,58
342447333,UK-born,27
342447337,UK-born,24
342448687,UK-born,47
342448691,UK-born,46
342448695,missing,17
342448699,missing,17
342454892,UK-born,60
342455503,UK-born,35
342455507,UK-born,27
342465687,UK-born,45
342465691,UK-born,53
342465699,UK-born,32
342484045,UK-born,51
342484053,UK-born,24
342484057,UK-born,23
342484061,missing,19
342485411,Migrant,41
342487447,UK-born,61
342488127,UK-born,57
342488131,UK-born,59
342488135,UK-born,23
342488139,missing,21
342488143,missing,19
342501731,UK-born,39
342501735,UK-born,38
342505807,UK-born,54
342505811,UK-born,51
342505815,UK-born,27
342505819,UK-born,25
342525527,UK-born,56
342526887,UK-born,60
342527565,UK-born,59
342530285,UK-born,49
342530289,UK-born,54
342530293,missing,19
342530297,missing,17
342542527,UK-born,40
342542531,missing,20
342543895,UK-born,45
342554087,Migrant,49
342554091,UK-born,52
342558847,UK-born,63
342558851,UK-born,63
342558855,missing,32
342574487,UK-born,61
342581971,UK-born,30
342598967,UK-born,57
342606445,UK-born,50
342606449,UK-born,26
342606457,missing,19
342612565,UK-born,53
342612569,UK-born,53
342612573,UK-born,24
342612577,UK-born,22
342612581,missing,18
342652100,Migrant,50
342662205,UK-born,50
342662209,UK-born,46
342662213,UK-born,23
342662217,missing,20
342675125,UK-born,61
342697565,UK-born,45
342697569,UK-born,23
342697573,missing,19
342703685,UK-born,55
342703689,UK-born,51
342703693,UK-born,20
342703697,missing,18
342720132,missing,44
342754082,UK-born,41
342782565,UK-born,51
342801609,UK-born,36
342883324,UK-born,38
342958140,missing,43
342992372,UK-born,30
343021925,UK-born,43
343021929,UK-born,49
343021933,UK-born,22
343038245,missing,52
343038925,UK-born,47
343038933,missing,18
343053302,missing,61
343091285,UK-born,49
343091289,UK-born,54
343091293,missing,20
343094330,UK-born,36
343100898,UK-born,41
343107778,UK-born,38
343119845,UK-born,52
343119849,UK-born,43
343119853,missing,21
343119857,missing,18
343136845,UK-born,61
343237485,UK-born,62
343291342,UK-born,62
343291885,UK-born,54
343291889,UK-born,54
343291893,missing,18
343304896,UK-born,33
343307525,UK-born,63
343307533,UK-born,29
343308889,UK-born,51
343308893,UK-born,21
343311696,UK-born,57
343325885,UK-born,51
343325889,UK-born,45
343325893,missing,19
343336765,UK-born,56
343345700,UK-born,37
343359205,UK-born,45
343359209,UK-born,41
343359213,missing,17
343359380,UK-born,50
343372900,UK-born,51
343434094,missing,62
343479565,UK-born,58
343479569,UK-born,35
343479573,UK-born,59
343495340,UK-born,41
343542193,UK-born,45
343542197,missing,43
343550285,UK-born,45
343550289,Migrant,47
343550293,missing,18
343552325,UK-born,37
343563294,missing,54
343566605,UK-born,58
343582925,UK-born,57
343582929,UK-born,34
343629165,UK-born,45
343631982,UK-born,35
343633245,UK-born,40
343648885,UK-born,47
343648889,Migrant,45
343654329,missing,23
343706122,missing,16
343724365,UK-born,56
343724369,UK-born,53
343724373,missing,21
343724377,missing,19
343734565,UK-born,47
343734569,UK-born,25
343753605,UK-born,47
343782165,UK-born,36
343832485,UK-born,50
343832489,UK-born,46
343842130,UK-born,61
343869422,missing,62
343889690,missing,51
343923768,Migrant,53
343941965,UK-born,43
343941969,missing,43
343984942,UK-born,27
344044645,missing,45
344046140,UK-born,55
344051445,UK-born,61
344051449,UK-born,29
344051453,UK-born,60
344100486,UK-born,39
344168504,UK-born,30
344188924,UK-born,61
344209332,missing,61
344562900,UK-born,55
344651336,missing,46
344835008,UK-born,39
344862092,UK-born,45
344998126,UK-born,36
345026008,UK-born,37
345059302,UK-born,31
345100098,UK-born,52
345223172,Migrant,35
345263424,missing,28
345365304,missing,26
345521852,missing,20
345759744,missing,33
345793850,Migrant,54
345923048,Migrant,38
346065704,UK-born,64
346065744,UK-born,24
346249422,UK-born,27
346277170,UK-born,39
346296962,missing,16
346420660,UK-born,39
346521984,missing,32
346548498,UK-born,50
346568894,UK-born,41
346609772,UK-born,34
346617164,UK-born,41
346651172,UK-born,39
346677698,missing,37
346725296,UK-born,36
346800252,UK-born,32
346881702,UK-born,44
346956578,UK-born,57
347038102,UK-born,43
347153724,missing,16
347351566,Migrant,40
347514090,UK-born,34
347561740,Migrant,41
347562368,UK-born,41
347595692,UK-born,56
347663734,missing,45
347765776,missing,20
348112494,UK-born,52
348126202,missing,16
348221376,UK-born,36
348275730,UK-born,63
348323282,UK-born,50
348323322,UK-born,31
348323362,UK-born,29
348323402,UK-born,27
348323442,UK-born,23
348323482,missing,19
348370894,missing,49
348432324,Migrant,57
348581768,UK-born,38
348860614,missing,52
348901372,UK-born,35
348948924,missing,16
349078092,Migrant,39
349391004,UK-born,39
349391564,UK-born,42
349391604,missing,20
349642490,UK-born,43
350173606,missing,16
350240928,missing,61
350315688,UK-born,46
350662486,UK-born,56
350798486,UK-born,40
350975484,Migrant,50
351927284,UK-born,44
352246884,UK-born,41
352471286,UK-born,43
352797686,UK-born,45
353056206,UK-born,55
353192084,UK-born,37
353673449,UK-born,37
353688405,UK-born,49
353688409,UK-born,48
353688413,missing,18
353688417,missing,17
353689765,UK-born,61
353689769,UK-born,59
353689773,missing,33
353689777,UK-born,29
353775453,missing,33
353775513,UK-born,35
353778233,UK-born,44
353878817,UK-born,30
353951565,UK-born,63
354054925,Migrant,60
354075393,UK-born,42
354124965,UK-born,60
354124969,UK-born,58
354157605,UK-born,55
354157609,UK-born,52
354157613,UK-born,27
354157617,missing,20
